X; Y; U0; U; Ux; Uy; V0; V; Vx; Vy; Interation; ZNCC; Subset; ROI; 
107; 107; 0; 0.449804; -0.000484645; 0.000138568; 0; 0.00543298; 0.000920871; -0.000387609; 5; 0.992978; 0; 0
110; 107; 0; 0.448889; -0.000767171; -4.50005e-005; 0; 0.00819673; 0.0010111; -0.000622869; 7; 0.994211; 0; 0
113; 107; 0; 0.445892; -0.000766158; -0.000443053; 0; 0.00706682; 0.000222152; -0.000357091; 9; 0.995616; 0; 0
116; 107; 0; 0.44413; -0.000208974; -0.000556415; 0; 0.00819715; 5.2977e-005; 0.00099194; 13; 0.991333; 0; 0
119; 107; 0; 0.446099; 0.000179052; -9.31919e-005; 0; 0.00807015; 0.00103719; 0.00115764; 4; 0.989656; 0; 0
122; 107; 0; 0.445169; 0.00114751; 0.000543894; 0; 0.00929485; 8.05503e-006; 0.000468969; 6; 0.992652; 0; 0
125; 107; 0; 0.447204; 0.00164831; 0.000758847; 0; 0.0075239; -0.000427955; -0.000462055; 6; 0.993515; 0; 0
128; 107; 0; 0.448176; 0.000945449; 0.000600317; 0; 0.00785603; -0.00116899; -0.00047797; 5; 0.992859; 0; 0
131; 107; 0; 0.448873; 0.000780702; 0.000155789; 0; 0.00486326; -0.00143134; -8.9407e-006; 5; 0.990729; 0; 0
134; 107; 0; 0.453671; 0.000153065; -0.00037184; 0; 0.00429101; -0.000282004; -0.000664413; 4; 0.992367; 0; 0
137; 107; 0; 0.45708; -0.000137687; -0.000863388; 0; 0.00559205; 0.000107315; -0.00113893; 3; 0.992764; 0; 0
140; 107; 0; 0.453889; -0.000656009; -0.000315473; 0; 0.0019999; 0.000416418; -0.000652969; 3; 0.992792; 0; 0
143; 107; 0; 0.451479; -0.00012958; -0.000205208; 0; 0.0022672; 0.000521994; -0.000665843; 4; 0.991549; 0; 0
146; 107; 0; 0.453138; 0.000596523; -0.000661643; 0; 0.00159373; 0.000660005; -0.00069654; 3; 0.988703; 0; 0
149; 107; 0; 0.454752; 0.000335217; -0.000514922; 0; 0.00314218; 0.000310783; -0.000105858; 2; 0.991068; 0; 0
152; 107; 0; 0.455661; -0.000127554; -0.000411254; 0; 0.00495061; -0.000600646; 3.63588e-005; 3; 0.993076; 0; 0
155; 107; 0; 0.454401; -0.000218809; -6.11679e-005; 0; 0.00278688; -0.000629195; 0.000455618; 3; 0.992962; 0; 0
158; 107; 0; 0.453283; 0.000141144; -9.1375e-005; 0; 0.00277878; 0.000172402; 0.000258684; 3; 0.992805; 0; 0
161; 107; 0; 0.453603; -0.000656307; -0.000291294; 0; 0.00332426; 3.49095e-005; 0.000153661; 3; 0.993401; 0; 0
164; 107; 0; 0.455636; -0.00056994; -0.000467648; 0; 0.0032916; 0.000222471; 0.000474572; 2; 0.992905; 0; 0
167; 107; 0; 0.452411; 0.000727177; -6.36754e-005; 0; -0.00167938; -6.3607e-005; 0.000686288; 5; 0.992975; 0; 0
170; 107; 0; 0.453352; 0.00101638; 0.000158372; 0; -0.00146027; 0.000442156; 0.00042665; 6; 0.987963; 0; 0
173; 107; 0; 0.457167; 0.00129867; 0.000368705; 0; 0.00291201; -0.000428328; 0.00072515; 4; 0.985633; 0; 0
176; 107; 0; 0.454322; 0.000181794; 0.000541469; 0; 0.00355786; -0.000482844; 0.000848055; 6; 0.989747; 0; 0
